interiorLon,interiorLat,eulerLon,eulerLonSig,eulerLat,eulerLatSig,rotationRate,rotationRateSig,rotationInfo,aprioriTog,other1,other2,other3,other4,other5,other6,name,
26.879,38.059,38.793,3.067,37.249,0.459,1.409,0.378,0,0,0,0,0,0,0,0,"Menderes                ",
341.974,66.323,163.188,0.03,-65.827,0.017,4.233,0.202,0,0,0,0,0,0,0,0,"Metzger                 ",
97.945,21.528,276.106,0.17,-15.542,0.432,1.366,0.085,0,0,0,0,0,0,0,0,"southernmost_sliver     ",
170.972,-17.066,41.047,38.188,-51.718,21.318,0.816,0.053,0,0,0,0,0,0,0,0,"WNFB                    ",
169.088,-19.213,350.849,0.116,14.153,0.147,11.048,0.485,0,0,0,0,0,0,0,0,"SVAN                    ",
286.479,20.171,108.817,0.468,-17.423,0.835,1.384,0.355,0,0,0,0,0,0,0,0,"NHIS                    ",
174.5,-40.625,25.393,7.772,36.213,2.242,1.33,0.339,0,0,0,0,0,0,0,0,"MANA                    ",
176.091,-39.078,3.928,0.547,40.229,0.079,4.503,0.283,0,0,0,0,0,0,0,0,"WELL                    ",
169.036,-46.187,48.822,4.515,-8.428,5.648,0.566,0.018,0,0,0,0,0,0,0,0,"OTAG                    ",
180.823,-33.002,11.593,0.099,35.03,0.028,1.888,0.009,0,0,0,0,0,0,0,0,"Kermmadec               ",
118.084,37.053,134.596,10.393,71.977,7.2,0.283,0.053,0,0,0,0,0,0,0,0,"NorthChinaPlain         ",
225.909,64.852,245.063,2.991,70.032,1.621,0.102,0.016,0,0,0,0,0,0,0,0,"NorthernCordillera      ",
231.306,51.172,230.285,0.442,49.426,0.351,0.909,0.202,0,0,0,0,0,0,0,0,"Novi                    ",
235.192,47.654,59.277,5.4,-51.668,5.914,0.259,0.413,0,0,0,0,0,0,0,0,"Olym                    ",
233.903,49.84,84.766,22.089,-32.142,20.295,0.06,0.058,0,0,0,0,0,0,0,0,"vancouver               ",
77.147,40.212,72.589,0.273,46.08,0.286,1.473,0.081,0,0,0,0,0,0,0,0,"S_Kyrgyz                ",
235.361,41.359,60.1,0.089,-42.709,0.061,2.168,0.071,0,0,0,0,0,0,0,0,"mendocino-ftb           ",
236.557,46.873,213.296,80.207,54.906,14.64,0.155,0.425,0,0,0,0,0,0,0,0,"Taco                    ",
238.867,42.537,63.573,0.296,-43.923,0.128,0.906,0.053,0,0,0,0,0,0,0,0,"OrBR                    ",
241.75,40.145,66.012,0.259,-44.502,0.201,0.593,0.029,0,0,0,0,0,0,0,0,"wnv                     ",
113.635,37.627,126.407,2.162,65.698,2.467,0.354,0.031,0,0,0,0,0,0,0,0,"Taihang                 ",
