interiorLon,interiorLat,eulerLon,eulerLonSig,eulerLat,eulerLatSig,rotationRate,rotationRateSig,rotationInfo,aprioriTog,other1,other2,other3,other4,other5,other6,name,
135.98,33.222,133.618,0.196,39.589,0.377,0.714,0.04,0,0,0,0,0,0,0,0,"kuwana                  ",
184.79,-20.164,5.42,0.016,27.431,0.014,7.166,0.016,0,0,0,0,0,0,0,0,"Tonga                   ",
125.629,11.003,342.041,8.314,-30.431,2.834,0.577,0.091,0,0,0,0,0,0,0,0,"BBLK                    ",
99.692,-0.946,289.953,1.542,11.299,1.631,0.557,0.094,0,0,0,0,0,0,0,0,"Sumatra_sliver          ",
82.411,-15.9,53.45,0.714,27.208,0.6,0.786,0.01,0,0,0,0,0,0,0,0,"90East                  ",
167.164,-15.408,41.299,19.546,0.634,6.689,1.084,0.277,0,0,0,0,0,0,0,0,"CVAN                    ",
142.136,39.214,327.627,0.731,-37.793,0.152,1.164,0.106,0,0,0,0,0,0,0,0,"sanriku                 ",
232.729,45.774,64.112,0.227,-34.901,0.245,1.499,0.007,0,1,0,0,0,0,0,0,"JuanDeFuca              ",
264.563,8.552,229.989,0.56,28.961,0.115,1.139,0.016,0,0,0,0,0,0,0,0,"Cocos                   ",
252.6,20.231,251.126,0.122,22.237,0.005,4.305,0.016,0,1,0,0,0,0,0,0,"Rivera                  ",
145.678,17.239,143.452,0.051,14.847,0.038,6.099,0.19,0,0,0,0,0,0,0,0,"Marianas                ",
121.896,13.689,120.803,0.038,12.932,0.05,11.489,0.495,0,0,0,0,0,0,0,0,"SWL1                    ",
236.835,46.125,173.162,112.885,52.027,22.128,0.125,0.18,0,0,0,0,0,0,0,0,"pnw01                   ",
270.859,14.341,268.184,0.552,23.739,1.513,1.045,0.166,0,0,0,0,0,0,0,0,"honduras                ",
38.4,-15.071,193.287,4.699,76.159,2.307,0.251,0.007,0,0,0,0,0,0,0,0,"EAR2                    ",
33.793,-2.416,34.294,0.17,33.414,2.018,0.415,0.022,0,0,0,0,0,0,0,0,"EAR1                    ",
239.582,39.925,64.687,0.55,-43.094,0.314,1.104,0.112,0,0,0,0,0,0,0,0,"MohawkValley            ",
247.022,26.699,105.01,1.214,-50.417,0.361,0.767,0.015,0,0,0,0,0,0,0,0,"baja                    ",
70.031,43.177,246.644,2.441,-34.2,6.27,0.853,0.591,0,0,0,0,0,0,0,0,"kyrgyz_sliver           ",
70.65,41.457,242.348,3.015,-14.087,11.422,0.259,0.098,0,0,0,0,0,0,0,0,"W_Kyrgyz                ",
72.45,40.817,72.789,0.106,45.221,0.419,1.452,0.133,0,0,0,0,0,0,0,0,"Kyrgyz_add_back         ",
73.266,39.695,72.086,0.13,43.649,0.285,1.968,0.147,0,0,0,0,0,0,0,0,"Kyrgyz                  ",
243.347,33.394,170.552,4.292,-40.955,2.295,0.336,0.004,0,0,0,0,0,0,0,0,"SanJacinto              ",
340.836,64.415,157.386,0.906,-63.946,0.141,0.63,0.175,0,0,0,0,0,0,0,0,"Travis2                 ",
272.167,13.306,272.124,0.692,19.445,6.585,1.366,1.441,0,0,0,0,0,0,0,0,"fonseca                 ",
13.539,37.182,172.683,9.598,54.05,18.856,0.171,0.004,0,0,0,0,0,0,0,0,"Sicily                  ",
14.231,38.275,359.653,42.009,80.695,21.61,0.269,0.114,0,0,0,0,0,0,0,0,"northeastern_Sicily     ",
14.828,36.293,175.962,35.363,66.778,49.761,0.179,0.043,0,0,0,0,0,0,0,0,"southeastern_Sicily     ",
119.006,40.633,126.551,1.71,68.945,2.139,0.283,0.02,0,0,0,0,0,0,0,0,"YanShan                 ",
126.871,48.484,127.025,0.234,69.581,0.233,0.256,0.002,0,0,0,0,0,0,0,0,"amur                    ",
244.041,32.267,190.239,2.731,-26.79,2.563,0.374,0.005,0,0,0,0,0,0,0,0,"above_baja              ",
83.663,39.281,273.571,0.24,-23.753,0.398,0.509,0.012,0,0,0,0,0,0,0,0,"western_tarim           ",
79.709,35.404,265.469,1.148,-29.993,1.09,1.437,0.271,0,0,0,0,0,0,0,0,"near_karakoram          ",
92.452,37.264,281.166,0.608,-5.786,3.378,0.376,0.036,0,0,0,0,0,0,0,0,"North_east_Tibet        ",
97.158,39.451,276.505,0.881,13.599,16.712,0.203,0.045,0,0,0,0,0,0,0,0,"ql_small01              ",
300.597,-61.996,127.592,0.936,58.842,0.557,1.281,0.197,0,0,0,0,0,0,0,0,"SouthernOceanMini       ",
95.687,34.56,279.787,1.595,26.799,25.211,0.402,0.1,0,0,0,0,0,0,0,0,"NorthOfBNSSuture        ",
100.582,33.027,278.878,0.17,-12.841,1.848,0.792,0.071,0,0,0,0,0,0,0,0,"lms_01                  ",
139.13,38.549,321.033,0.509,-35.806,0.281,2.154,0.387,0,0,0,0,0,0,0,0,"iida                    ",
135.12,35.003,129.16,1.621,68.362,5.609,0.259,0.039,0,0,0,0,0,0,0,0,"tottori                 ",
242.924,36.378,238.314,1.006,32.006,0.866,0.525,0.116,0,0,0,0,0,0,0,0,"DeathValley             ",
243.841,33.487,238.357,0.103,30.432,0.074,2.721,0.052,0,0,0,0,0,0,0,0,"Salton                  ",
241.835,34.429,85.08,6.731,-48.685,2.627,0.844,0.188,0,0,0,0,0,0,0,0,"san_gabriel             ",
241.732,35.294,76.414,3.988,-45.076,2.044,0.505,0.113,0,0,0,0,0,0,0,0,"WhiteWolf               ",
242.36,34.88,223.029,2.781,20.849,2.342,0.477,0.071,0,0,0,0,0,0,0,0,"WesternMojave           ",
241.401,33.499,224.219,3.444,18.257,3.689,1.068,0.228,0,0,0,0,0,0,0,0,"SouthernIslands         ",
242.146,34.072,240.184,0.179,32.346,0.155,8.581,0.779,0,0,0,0,0,0,0,0,"Chino                   ",
241.819,34.037,73.559,4.78,-42.909,2.949,1.792,0.636,0,0,0,0,0,0,0,0,"labasin                 ",
241.716,34.201,68.164,0.46,-38.821,0.266,3.02,0.186,0,0,0,0,0,0,0,0,"VerdugoHills            ",
242.924,32.384,83.693,2.544,-45.731,0.926,1.066,0.1,0,0,0,0,0,0,0,0,"SanDiego                ",
243.072,34.861,232.02,2.406,27.013,1.849,0.445,0.1,0,0,0,0,0,0,0,0,"Helendale               ",
243.555,34.667,231.666,2.623,26.729,2.045,0.435,0.102,0,0,0,0,0,0,0,0,"Landers                 ",
243.724,34.942,240.706,0.406,33.467,0.226,1.018,0.119,0,0,0,0,0,0,0,0,"MojaveEasternMost       ",
242.36,36.215,68,0.624,-38.943,0.257,0.997,0.103,0,0,0,0,0,0,0,0,"PanamintValley          ",
242.152,35.483,239.79,1.256,34.295,0.672,4.682,2.454,0,0,0,0,0,0,0,0,"coso                    ",
241.275,38.148,63.989,0.216,-38.882,0.081,2.266,0.173,0,0,0,0,0,0,0,0,"wassuk                  ",
239.552,35.023,74.909,0.394,-44.025,0.161,1.6,0.035,0,0,0,0,0,0,0,0,"CoastalRanges           ",
240.764,34.346,67.251,0.429,-39.457,0.29,2.962,0.177,0,0,0,0,0,0,0,0,"LittleVentura01         ",
237.708,37.642,227.007,0.529,31.538,0.35,1.708,0.09,0,0,0,0,0,0,0,0,"sanfrancisco            ",
237.423,38.399,234.08,0.286,36.083,0.29,2.448,0.227,0,0,0,0,0,0,0,0,"lafayette               ",
137.579,36.144,135.877,0.163,35.442,0.074,1.927,0.176,0,0,0,0,0,0,0,0,"echubu                  ",
101.241,35.045,289.884,30.829,69.226,78.352,0.231,0.086,0,0,0,0,0,0,0,0,"north_of_eastern_kunlun ",
99.582,37.192,281.142,1.617,17.932,41.184,0.251,0.125,0,0,0,0,0,0,0,0,"NE2                     ",
138.972,34.448,319.317,0.016,-35.646,0.018,9.949,0.202,0,0,0,0,0,0,0,0,"fukushima               ",
136.309,35.06,135.908,0.081,36.687,0.226,2.235,0.261,0,0,0,0,0,0,0,0,"biwa                    ",
136.461,35.623,136.11,0.12,36.393,0.152,4.578,0.658,0,0,0,0,0,0,0,0,"yoro                    ",
137.045,35.653,134.607,0.495,36.512,0.174,1.765,0.35,0,0,0,0,0,0,0,0,"chubu                   ",
240.652,38.762,62.407,0.247,-41.01,0.213,2.462,0.301,0,0,0,0,0,0,0,0,"carson                  ",
87.398,34.036,275.791,0.409,-8.055,2.161,0.782,0.061,0,0,0,0,0,0,0,0,"central_tibet           ",
101.461,26.37,275.481,0.142,-16.434,0.255,1.352,0.03,0,0,0,0,0,0,0,0,"southeast_01            ",
103.626,32.205,114.062,3.543,56.873,4.848,0.498,0.093,0,0,0,0,0,0,0,0,"WestOfSichuan           ",
90.365,29.598,277.832,0.265,-11.375,0.721,1.002,0.037,0,0,0,0,0,0,0,0,"hima-block              ",
95.363,31.879,274.275,0.053,-20.091,0.112,1.709,0.02,0,0,0,0,0,0,0,0,"east-central-tibet      ",
97.835,24.352,274.252,0.338,-18.823,0.473,1.32,0.103,0,0,0,0,0,0,0,0,"new_e_syntaxis          ",
82.784,31.817,72.854,0.715,43.717,0.693,0.979,0.057,0,0,0,0,0,0,0,0,"CentralTibet            ",
77.231,42.279,76.424,0.12,46.823,0.381,1.696,0.162,0,0,0,0,0,0,0,0,"Issykul                 ",
79.116,43.172,79.346,0.116,50.676,0.474,1.028,0.065,0,0,0,0,0,0,0,0,"N_issykul               ",
309.259,-57.375,271.499,4.772,-67.661,1.59,0.333,0.05,0,0,0,0,0,0,0,0,"Scotia                  ",
99.785,0.693,99.463,0.095,2.495,0.378,7.249,2.143,0,0,0,0,0,0,0,0,"Sumatran_fault_splay    ",
102.623,28.434,277.324,1.882,-15.37,4.964,1.039,0.391,0,0,0,0,0,0,0,0,"XXF                     ",

