lon,lat,eastVel,northVel,eastSig,northSig,corr,other1,tog,name,upVel,upSig,eastAdj,northAdj,upAdj,
247.932,43.481,-0.101,-0.451,0,0,-0.019,164,1,"I107_GPS  ",0,1,0,0,0,
269.174,15.011,-3.785,-1.066,0,0,0.003,91,1,"JOY__GPS  ",0,1,0,0,0,
247.896,39.762,-0.415,-0.055,0,0,0,161,1,"FERN_GPS  ",0,1,0,0,0,
247.893,45.239,0.126,-0.062,0,0,0.049,102,1,"RBYU_GPS  ",0,1,0,0,0,
247.89,41.111,-0.683,0.01,0,0,0,161,1,"ABRA_GPS  ",0,1,0,0,0,
269.196,14.638,5.735,0.179,0,0,0.035,241,1,"CML__GPS  ",0,1,0,0,0,
247.883,50.665,0.039,-0.11,0,0,0,2,1,"1655_GPS  ",0,1,0,0,0,
247.879,40.653,-0.49,-0.156,0,0,0,161,1,"COON_GPS  ",0,1,0,0,0,
247.873,39.306,-0.584,-0.043,0,0,0,161,1,"SPIC_GPS  ",0,1,0,0,0,
269.212,39.179,0.054,-0.015,0,0,0,2,1,"MOEB_GPS  ",0,1,0,0,0,
247.867,40.708,-0.522,-0.144,0,0,0,161,1,"KERR_GPS  ",0,1,0,0,0,
247.853,34.046,0.4,-0.377,0,0,0.089,2,1,"RCK0_GPS  ",0,1,0,0,0,
247.852,41.795,-0.28,0.056,0,0,0,161,1,"SIDE_GPS  ",0,1,0,0,0,
247.849,39.602,-0.4,-0.069,0,0,-0.07,161,1,"G101_GPS  ",0,1,0,0,0,
247.848,34.784,0.372,-0.347,0,0,0,2,1,"P004_GPS  ",0,1,0,0,0,
269.255,39.067,0.055,-0.015,0,0,0,2,1,"FWI0_GPS  ",0,1,0,0,0,
269.256,37.705,0.059,-0.013,0,0,0,2,1,"MOBW_GPS  ",0,1,0,0,0,
269.267,33.747,0.07,-0.008,0,0,0,2,1,"MSCL_GPS  ",0,1,0,0,0,
269.276,29.592,0.078,-0.001,0,0,0,2,1,"HOUM_GPS  ",0,1,0,0,0,
247.796,47.834,-0.059,-0.092,0,0,0.036,2,1,"M729_GPS  ",0,1,0,0,0,
247.787,42.036,-0.217,0.087,0,0,-0.047,161,1,"DRUF_GPS  ",0,1,0,0,0,
247.778,42.696,-0.302,-1.076,0,0,-0.048,164,1,"I762_GPS  ",0,1,0,0,0,
247.777,38.48,-1.006,0.012,0,0,0,161,1,"P009_GPS  ",0,1,0,0,0,
269.304,38.754,0.055,-0.014,0,0,0,2,1,"MOOF_GPS  ",0,1,0,0,0,
